tourney_id;tourney_name;surface;draw_size;tourney_level;indoor;tourney_date;match_num;winner_id;winner_seed;winner_entry;winner_name;winner_hand;winner_ht;winner_ioc;winner_age;winner_rank;winner_rank_points;loser_id;loser_seed;loser_entry;loser_name;loser_hand;loser_ht;loser_ioc;loser_age;loser_rank;loser_rank_points;score;best_of;round;minutes;w_ace;w_df;w_svpt;w_1stIn;w_1stWon;w_2ndWon;w_SvGms;w_bpSaved;w_bpFaced;l_ace;l_df;l_svpt;l_1stIn;l_1stWon;l_2ndWon;l_SvGms;l_bpSaved;l_bpFaced;source_year;source_file;source_url
2024-321;Stuttgart;Grass;28,0;250;O;20240610;1,0;D0CO;6,0;;Jack Draper;L;193,0;GBR;22,467;40,0;1131,0;O513;;;Sebastian Ofner;R;191,0;AUT;28,079;52,0;933,0;7-6(4) 7-6(5);3;R32;98,0;8,0;3,0;77,0;46,0;41,0;16,0;12,0;3,0;4,0;12,0;5,0;85,0;48,0;36,0;22,0;12,0;4,0;5,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;2,0;KE73;;;Dominik Koepfer;L;180,0;GER;30,116;65,0;801,0;Z371;;;Zhizhen Zhang;R;193,0;CHN;27,65;44,0;1066,0;4-6 7-6(5) 7-6(6);3;R32;156,0;12,0;8,0;119,0;68,0;46,0;30,0;17,0;6,0;9,0;13,0;3,0;112,0;68,0;51,0;25,0;17,0;5,0;7,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;3,0;H997;;;Yannick Hanfmann;R;193,0;GER;32,575;91,0;646,0;S0AK;;WC;Henri Squire;R;196,0;GER;23,702;178,0;344,0;6-3 6-3;3;R32;62,0;7,0;1,0;50,0;41,0;33,0;5,0;9,0;0,0;0,0;6,0;2,0;49,0;28,0;20,0;9,0;9,0;2,0;5,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;4,0;M0JF;;WC;Hamad Medjedovic;R;188,0;SRB;20,898;131,0;497,0;M0CI;;;Fabian Marozsan;R;193,0;HUN;24,674;42,0;1122,0;6-7(3) 6-1 6-4;3;R32;107,0;25,0;7,0;98,0;71,0;59,0;12,0;15,0;7,0;7,0;9,0;4,0;87,0;56,0;40,0;16,0;14,0;3,0;6,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;5,0;M0EJ;5,0;;Lorenzo Musetti;R;185,0;ITA;22,272;30,0;1290,0;M0GZ;;Q;Giovanni Mpetshi Perricard;R;203,0;FRA;20,925;66,0;786,0;7-6(9) 7-6(9);3;R32;122,0;4,0;3,0;93,0;68,0;53,0;15,0;12,0;0,0;0,0;21,0;5,0;107,0;77,0;59,0;15,0;12,0;8,0;8,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;6,0;D994;;;James Duckworth;R;183,0;AUS;32,386;101,0;611,0;H996;;;Pierre-Hugues Herbert;R;188,0;FRA;33,232;139,0;448,0;6-4 7-6(2);3;R32;81,0;10,0;0,0;62,0;43,0;38,0;12,0;11,0;2,0;2,0;20,0;6,0;63,0;43,0;38,0;6,0;11,0;1,0;2,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;7,0;N0AE;;;Brandon Nakashima;R;188,0;USA;22,853;70,0;750,0;E865;;;Christopher Eubanks;R;201,0;USA;28,099;45,0;1017,0;7-6(4) 6-4;3;R32;81,0;7,0;0,0;59,0;44,0;37,0;11,0;11,0;0,0;0,0;11,0;2,0;64,0;44,0;33,0;13,0;11,0;1,0;2,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;8,0;BK40;;PR;Matteo Berrettini;R;196,0;ITA;28,162;95,0;630,0;SX50;8.0;;Roman Safiullin;R;185,0;RUS;26,842;43,0;1097,0;7-6(8) 5-7 7-5;3;R32;175,0;27,0;1,0;132,0;95,0;68,0;22,0;18,0;5,0;6,0;6,0;0,0;108,0;72,0;62,0;20,0;18,0;4,0;5,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;9,0;RC91;;;Arthur Rinderknech;R;196,0;FRA;28,884;67,0;777,0;M0QI;;;Alex Michelsen;R;193,0;USA;19,792;61,0;832,0;6-4 7-5;3;R32;82,0;18,0;2,0;71,0;54,0;45,0;4,0;11,0;2,0;3,0;3,0;0,0;57,0;42,0;29,0;9,0;11,0;1,0;4,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;10,0;SU55;;WC;Denis Shapovalov;L;185,0;CAN;25,155;117,0;550,0;MW76;;Q;Matteo Martineau;R;183,0;FRA;25,399;179,0;344,0;7-6(5) 7-5;3;R32;103,0;9,0;10,0;96,0;59,0;47,0;16,0;12,0;6,0;7,0;4,0;3,0;71,0;50,0;36,0;13,0;12,0;2,0;4,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;11,0;GC88;;;Marcos Giron;R;180,0;USA;30,88;54,0;910,0;MC10;;;Andy Murray;R;191,0;GBR;37,073;97,0;623,0;6-3 6-4;3;R32;75,0;7,0;0,0;63,0;41,0;33,0;12,0;10,0;3,0;3,0;3,0;1,0;49,0;34,0;23,0;9,0;9,0;3,0;5,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;12,0;SL28;;;Jan-Lennard Struff;R;193,0;GER;34,127;35,0;1180,0;C0E9;;;Flavio Cobolli;R;183,0;ITA;22,097;50,0;955,0;7-6(7) 6-3;3;R32;67,0;13,0;3,0;58,0;36,0;33,0;17,0;11,0;0,0;0,0;10,0;2,0;64,0;36,0;31,0;11,0;10,0;0,0;1,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;13,0;M0EJ;5,0;;Lorenzo Musetti;R;185,0;ITA;22,272;30,0;1290,0;KE73;;;Dominik Koepfer;L;180,0;GER;30,116;65,0;801,0;6-7(9) 7-6(5) 6-3;3;R16;167,0;5,0;2,0;117,0;79,0;60,0;20,0;17,0;4,0;5,0;3,0;5,0;116,0;71,0;51,0;26,0;16,0;4,0;6,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;14,0;TD51;4,0;;Frances Tiafoe;R;188,0;USA;26,387;28,0;1590,0;H997;;;Yannick Hanfmann;R;193,0;GER;32,575;91,0;646,0;7-5 7-6(5);3;R16;113,0;13,0;3,0;100,0;61,0;48,0;18,0;12,0;11,0;11,0;10,0;3,0;85,0;67,0;49,0;8,0;12,0;4,0;5,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;15,0;BK92;3,0;;Alexander Bublik;R;196,0;KAZ;26,982;17,0;2150,0;M0JF;;WC;Hamad Medjedovic;R;188,0;SRB;20,898;131,0;497,0;6-1 7-6(4);3;R16;79,0;18,0;5,0;69,0;42,0;38,0;13,0;10,0;1,0;1,0;14,0;4,0;63,0;44,0;32,0;8,0;9,0;4,0;6,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;16,0;D0CO;6,0;;Jack Draper;L;193,0;GBR;22,467;40,0;1131,0;GC88;;;Marcos Giron;R;180,0;USA;30,88;54,0;910,0;6-4 3-6 6-3;3;R16;113,0;9,0;4,0;86,0;55,0;46,0;15,0;14,0;4,0;5,0;7,0;0,0;91,0;49,0;33,0;26,0;14,0;7,0;9,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;17,0;N0AE;;;Brandon Nakashima;R;188,0;USA;22,853;70,0;750,0;G628;;LL;Richard Gasquet;R;183,0;FRA;37,979;116,0;555,0;6-3 6-4;3;R16;71,0;10,0;1,0;55,0;41,0;32,0;7,0;10,0;2,0;3,0;7,0;5,0;56,0;29,0;21,0;12,0;9,0;4,0;7,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;18,0;SL28;;;Jan-Lennard Struff;R;193,0;GER;34,127;35,0;1180,0;RC91;;;Arthur Rinderknech;R;196,0;FRA;28,884;67,0;777,0;6-4 7-6(0);3;R16;79,0;13,0;3,0;58,0;34,0;29,0;18,0;11,0;0,0;0,0;11,0;3,0;70,0;44,0;33,0;14,0;11,0;7,0;8,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;19,0;BK40;;PR;Matteo Berrettini;R;196,0;ITA;28,162;95,0;630,0;SU55;;WC;Denis Shapovalov;L;185,0;CAN;25,155;117,0;550,0;6-4 6-4;3;R16;74,0;3,0;1,0;57,0;39,0;33,0;10,0;10,0;1,0;1,0;4,0;4,0;53,0;28,0;24,0;14,0;10,0;1,0;3,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;20,0;D994;;Q;James Duckworth;R;183,0;AUS;32,386;101,0;611,0;S0S1;2.0;;Ben Shelton;L;193,0;USA;21,67;14,0;2590,0;7-6(5) 4-6 6-3;3;R16;124,0;9,0;4,0;103,0;66,0;50,0;20,0;16,0;0,0;1,0;21,0;8,0;97,0;67,0;56,0;12,0;15,0;3,0;4,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;21,0;D0CO;6,0;;Jack Draper;L;193,0;GBR;22,467;40,0;1131,0;TD51;4.0;;Frances Tiafoe;R;188,0;USA;26,387;28,0;1590,0;5-7 6-4 7-6(1);3;QF;126,0;31,0;3,0;95,0;62,0;53,0;20,0;17,0;1,0;2,0;12,0;3,0;118,0;82,0;60,0;17,0;17,0;5,0;6,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;22,0;N0AE;;;Brandon Nakashima;R;188,0;USA;22,853;70,0;750,0;SL28;;;Jan-Lennard Struff;R;193,0;GER;34,127;35,0;1180,0;W/O;3;QF;;;;;;;;;;;;;;;;;;;;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;23,0;BK40;;PR;Matteo Berrettini;R;196,0;ITA;28,162;95,0;630,0;D994;;Q;James Duckworth;R;183,0;AUS;32,386;101,0;611,0;6-4 7-5;3;QF;87,0;13,0;3,0;56,0;37,0;33,0;12,0;11,0;0,0;0,0;3,0;1,0;79,0;45,0;29,0;19,0;11,0;6,0;8,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;24,0;M0EJ;5,0;;Lorenzo Musetti;R;185,0;ITA;22,272;30,0;1290,0;BK92;3.0;;Alexander Bublik;R;196,0;KAZ;26,982;17,0;2150,0;4-6 6-1 1-0 RET;3;QF;78,0;4,0;2,0;61,0;35,0;27,0;14,0;9,0;3,0;4,0;13,0;6,0;58,0;31,0;24,0;10,0;9,0;0,0;3,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;25,0;D0CO;6,0;;Jack Draper;L;193,0;GBR;22,467;40,0;1131,0;N0AE;;;Brandon Nakashima;R;188,0;USA;22,853;70,0;750,0;6-3 6-3;3;SF;72,0;13,0;4,0;47,0;33,0;31,0;5,0;9,0;0,0;0,0;8,0;3,0;67,0;44,0;30,0;7,0;9,0;9,0;12,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;26,0;BK40;;PR;Matteo Berrettini;R;196,0;ITA;28,162;95,0;630,0;M0EJ;5.0;;Lorenzo Musetti;R;185,0;ITA;22,272;30,0;1290,0;6-4 6-0;3;SF;66,0;6,0;1,0;47,0;32,0;25,0;9,0;8,0;4,0;4,0;1,0;0,0;52,0;40,0;20,0;8,0;8,0;3,0;7,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-321;Stuttgart;Grass;28,0;250;O;20240610;27,0;D0CO;6,0;;Jack Draper;L;193,0;GBR;22,467;40,0;1131,0;BK40;;PR;Matteo Berrettini;R;196,0;ITA;28,162;95,0;630,0;3-6 7-6(5) 6-4;3;F;124,0;12,0;2,0;85,0;54,0;47,0;18,0;15,0;3,0;4,0;14,0;3,0;97,0;66,0;55,0;16,0;16,0;2,0;3,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;1,0;N0BG;;;Luca Nardi;R;185,0;ITA;20,846;73,0;742,0;GB88;;WC;David Goffin;R;180,0;BEL;33,509;109,0;583,0;7-5 7-5;3;R32;124,0;1,0;7,0;85,0;53,0;33,0;17,0;12,0;7,0;10,0;7,0;2,0;79,0;50,0;31,0;12,0;12,0;3,0;8,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;2,0;ME82;5,0;;Adrian Mannarino;L;180,0;FRA;35,948;21,0;1865,0;N679;;Q;Stefano Napolitano;R;196,0;ITA;29,166;125,0;517,0;3-6 7-6(5) 6-2;3;R32;147,0;7,0;1,0;107,0;62,0;42,0;21,0;14,0;7,0;10,0;11,0;1,0;96,0;66,0;45,0;14,0;15,0;2,0;6,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;3,0;BO10;;Q;Gijs Brouwer;L;191,0;NED;28,241;232,0;259,0;M0NI;;;Jakub Mensik;R;196,0;CZE;18,773;79,0;708,0;6-1 3-6 6-3;3;R32;103,0;6,0;2,0;90,0;64,0;42,0;15,0;13,0;7,0;9,0;12,0;8,0;74,0;39,0;30,0;13,0;12,0;1,0;5,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;4,0;MK66;;;Mackenzie McDonald;R;178,0;USA;29,153;74,0;735,0;V812;;;Botic van de Zandschulp;R;191,0;NED;28,684;99,0;618,0;6-4 4-6 6-2;3;R32;130,0;2,0;5,0;85,0;57,0;36,0;13,0;14,0;4,0;8,0;6,0;8,0;92,0;51,0;37,0;12,0;14,0;11,0;17,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;5,0;F0F1;;;Arthur Fils;R;185,0;FRA;19,995;38,0;1155,0;C0H0;;;Arthur Cazaux;R;183,0;FRA;21,799;75,0;735,0;6-4 6-4;3;R32;92,0;3,0;4,0;60,0;38,0;30,0;12,0;10,0;0,0;0,0;7,0;9,0;72,0;37,0;28,0;14,0;10,0;2,0;4,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;6,0;R975;;PR;Milos Raonic;R;196,0;CAN;33,454;197,0;305,0;TC61;8.0;;Jordan Thompson;R;183,0;AUS;30,141;37,0;1156,0;6-3 6-4;3;R32;89,0;14,0;1,0;48,0;37,0;33,0;7,0;10,0;0,0;0,0;4,0;3,0;81,0;48,0;30,0;16,0;9,0;10,0;12,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;7,0;V832;;;Aleksandar Vukic;R;188,0;AUS;28,178;87,0;674,0;PH71;;;Max Purcell;R;185,0;AUS;26,188;100,0;612,0;6-3 7-6(5);3;R32;91,0;11,0;0,0;68,0;46,0;38,0;11,0;10,0;2,0;2,0;4,0;0,0;66,0;43,0;32,0;12,0;11,0;4,0;6,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;8,0;GJ37;6,0;;Tallon Griekspoor;R;188,0;NED;27,94;23,0;1690,0;KI95;;;Miomir Kecmanovic;R;183,0;SRB;24,778;53,0;920,0;6-7(3) 7-6(7) 7-6(3);3;R32;156,0;16,0;5,0;119,0;77,0;63,0;24,0;18,0;4,0;5,0;4,0;4,0;121,0;77,0;64,0;26,0;18,0;0,0;1,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;9,0;BD06;;;Roberto Bautista Agut;R;183,0;ESP;36,156;85,0;680,0;HH06;;;Marc-Andrea Huesler;L;196,0;SUI;27,962;201,0;303,0;7-6(7) 6-2;3;R32;98,0;1,0;2,0;62,0;47,0;35,0;10,0;10,0;0,0;0,0;15,0;0,0;73,0;44,0;35,0;11,0;10,0;3,0;5,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;10,0;P09Z;;;Alexei Popyrin;R;196,0;AUS;24,849;49,0;961,0;H0BH;;;Rinky Hijikata;R;178,0;AUS;23,294;80,0;708,0;6-4 6-4;3;R32;78,0;5,0;2,0;61,0;47,0;35,0;7,0;10,0;4,0;5,0;6,0;2,0;61,0;37,0;27,0;10,0;10,0;4,0;7,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;11,0;K0AH;7,0;;Sebastian Korda;R;196,0;USA;23,932;26,0;1620,0;S0N0;;Q;Tristan Schoolkate;R;183,0;AUS;23,285;185,0;335,0;6-4 7-6(4);3;R32;79,0;15,0;1,0;63,0;43,0;36,0;16,0;11,0;3,0;3,0;9,0;1,0;65,0;36,0;32,0;14,0;11,0;3,0;4,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;12,0;BU13;;;Zizou Bergs;R;185,0;BEL;25,021;81,0;688,0;V942;;;Tim van Rijthoven;R;188,0;NED;27,129;871,0;20,0;6-4 6-3;3;R32;76,0;0,0;2,0;50,0;35,0;27,0;7,0;9,0;1,0;2,0;4,0;3,0;55,0;35,0;20,0;10,0;10,0;1,0;5,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;13,0;BO10;;Q;Gijs Brouwer;L;191,0;NED;28,241;232,0;259,0;ME82;5.0;;Adrian Mannarino;L;180,0;FRA;35,948;21,0;1865,0;6-3 6-3;3;R16;78,0;5,0;0,0;52,0;42,0;34,0;3,0;9,0;2,0;3,0;3,0;2,0;56,0;29,0;16,0;14,0;9,0;3,0;7,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;14,0;GJ37;;;Tallon Griekspoor;R;188,0;NED;27,94;23,0;1690,0;MK66;;;Mackenzie McDonald;R;178,0;USA;29,153;74,0;735,0;6-3 7-6(5);3;R16;104,0;9,0;3,0;65,0;41,0;32,0;14,0;11,0;1,0;2,0;2,0;2,0;84,0;53,0;35,0;14,0;10,0;5,0;7,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;15,0;HH26;3,0;;Ugo Humbert;L;188,0;FRA;25,958;16,0;2250,0;F0F1;;;Arthur Fils;R;185,0;FRA;19,995;38,0;1155,0;6-3 7-6(1);3;R16;87,0;9,0;2,0;64,0;49,0;40,0;10,0;11,0;2,0;2,0;3,0;4,0;62,0;39,0;29,0;12,0;10,0;1,0;2,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;16,0;K0AH;7,0;;Sebastian Korda;R;196,0;USA;23,932;26,0;1620,0;N0BG;;;Luca Nardi;R;185,0;ITA;20,846;73,0;742,0;7-5 7-5;3;R16;107,0;7,0;3,0;75,0;44,0;37,0;13,0;12,0;3,0;5,0;1,0;4,0;89,0;60,0;37,0;12,0;12,0;8,0;12,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;17,0;PL56;2,0;;Tommy Paul;R;185,0;USA;27,066;13,0;2710,0;P09Z;;;Alexei Popyrin;R;196,0;AUS;24,849;49,0;961,0;5-7 6-4 6-3;3;R16;120,0;10,0;2,0;87,0;57,0;42,0;20,0;16,0;5,0;7,0;8,0;2,0;105,0;79,0;53,0;10,0;15,0;8,0;11,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;18,0;V832;;;Aleksandar Vukic;R;188,0;AUS;28,178;87,0;674,0;KE29;4.0;;Karen Khachanov;R;198,0;RUS;28,055;22,0;1780,0;6-4 5-7 7-6(4);3;R16;159,0;14,0;0,0;110,0;64,0;48,0;25,0;17,0;4,0;7,0;7,0;3,0;101,0;66,0;49,0;19,0;17,0;5,0;8,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;19,0;DH58;;;Alex de Minaur;R;183,0;AUS;25,311;9,0;3845,0;BU13;;;Zizou Bergs;R;185,0;BEL;25,021;81,0;688,0;7-5 6-4;3;R16;100,0;4,0;2,0;59,0;37,0;32,0;11,0;11,0;3,0;4,0;1,0;1,0;71,0;43,0;29,0;14,0;11,0;5,0;8,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;20,0;R975;;PR;Milos Raonic;R;196,0;CAN;33,454;197,0;305,0;BD06;;;Roberto Bautista Agut;R;183,0;ESP;36,156;85,0;680,0;4-6 6-2 7-5;3;R16;107,0;25,0;2,0;73,0;44,0;39,0;18,0;15,0;0,0;1,0;2,0;2,0;83,0;53,0;37,0;16,0;15,0;1,0;4,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;21,0;K0AH;7,0;;Sebastian Korda;R;196,0;USA;23,932;26,0;1620,0;PL56;2.0;;Tommy Paul;R;185,0;USA;27,066;13,0;2710,0;6-4 6-2;3;QF;67,0;2,0;0,0;44,0;32,0;27,0;8,0;9,0;0,0;1,0;2,0;3,0;59,0;31,0;24,0;9,0;9,0;4,0;8,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;22,0;GJ37;6,0;;Tallon Griekspoor;R;188,0;NED;27,94;23,0;1690,0;V832;;;Aleksandar Vukic;R;188,0;AUS;28,178;87,0;674,0;4-6 6-3 7-6(4);3;QF;123,0;13,0;7,0;104,0;65,0;52,0;22,0;16,0;5,0;6,0;14,0;1,0;93,0;64,0;46,0;20,0;15,0;6,0;7,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;23,0;DH58;;;Alex de Minaur;R;183,0;AUS;25,311;9,0;3845,0;R975;;;Milos Raonic;R;196,0;CAN;33,454;197,0;305,0;7-5 6-2;3;QF;86,0;3,0;2,0;58,0;30,0;23,0;17,0;10,0;3,0;4,0;8,0;3,0;59,0;34,0;26,0;6,0;10,0;3,0;7,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;24,0;HH26;3,0;;Ugo Humbert;L;188,0;FRA;25,958;16,0;2250,0;BO10;;Q;Gijs Brouwer;L;191,0;NED;28,241;232,0;259,0;4-6 6-3 6-3;3;QF;123,0;4,0;2,0;95,0;61,0;44,0;14,0;14,0;6,0;9,0;5,0;2,0;93,0;68,0;44,0;9,0;14,0;11,0;16,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;25,0;K0AH;7,0;;Sebastian Korda;R;196,0;USA;23,932;26,0;1620,0;GJ37;6.0;;Tallon Griekspoor;R;188,0;NED;27,94;23,0;1690,0;6-2 6-4;3;SF;64,0;5,0;1,0;46,0;30,0;24,0;13,0;9,0;0,0;0,0;3,0;1,0;57,0;33,0;21,0;13,0;9,0;1,0;4,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;26,0;DH58;;;Alex de Minaur;R;183,0;AUS;25,311;9,0;3845,0;HH26;;;Ugo Humbert;L;188,0;FRA;25,958;16,0;2250,0;7-6(4) 6-3;3;SF;104,0;2,0;4,0;68,0;39,0;31,0;15,0;11,0;3,0;5,0;3,0;1,0;78,0;44,0;31,0;13,0;10,0;7,0;10,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-440;'s-Hertogenbosch;Grass;28,0;250;O;20240610;27,0;DH58;;;Alex de Minaur;R;183,0;AUS;25,311;9,0;3845,0;K0AH;;;Sebastian Korda;R;196,0;USA;23,932;26,0;1620,0;6-2 6-4;3;F;94,0;2,0;3,0;57,0;30,0;23,0;10,0;9,0;4,0;6,0;3,0;4,0;72,0;44,0;24,0;10,0;9,0;9,0;14,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-500;Halle;Grass;32,0;500;O;20240617;1,0;KE73;;;Dominik Koepfer;L;180,0;GER;30,136;70,0;781,0;AG37;;;Felix Auger-Aliassime;R;193,0;CAN;23,858;18,0;2075,0;6-4 4-3 RET;3;R32;70,0;3,0;0,0;44,0;30,0;22,0;11,0;8,0;0,0;0,0;16,0;0,0;52,0;38,0;29,0;7,0;9,0;3,0;5,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-500;Halle;Grass;32,0;500;O;20240617;2,0;SU87;;;Lorenzo Sonego;R;191,0;ITA;29,103;57,0;861,0;KI95;;;Miomir Kecmanovic;R;183,0;SRB;24,797;54,0;920,0;7-6(6) 7-6(5);3;R32;117,0;5,0;2,0;76,0;53,0;45,0;13,0;12,0;1,0;1,0;2,0;3,0;85,0;52,0;42,0;18,0;12,0;2,0;2,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-500;Halle;Grass;32,0;500;O;20240617;3,0;Z371;;;Zhizhen Zhang;R;193,0;CHN;27,669;42,0;1066,0;O513;;;Sebastian Ofner;R;191,0;AUT;28,099;52,0;933,0;7-6(8) 6-7(3) 6-4;3;R32;141,0;23,0;3,0;111,0;75,0;59,0;20,0;17,0;0,0;0,0;21,0;3,0;121,0;72,0;55,0;31,0;17,0;6,0;7,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
2024-500;Halle;Grass;32,0;500;O;20240617;4,0;M0CI;;;Fabian Marozsan;R;193,0;HUN;24,693;45,0;997,0;SX50;;;Roman Safiullin;R;185,0;RUS;26,861;40,0;1097,0;7-5 4-6 6-1;3;R32;116,0;14,0;1,0;90,0;61,0;48,0;17,0;15,0;4,0;5,0;16,0;3,0;82,0;52,0;42,0;12,0;14,0;1,0;4,0;2024;2024.csv;https://stats.tennismylife.org/data/2024.csv
