player;credits;expected_points;rank_v13;seed;entry;ioc;real_draw_size;draw_size;bracket_size;r1_match;overall_elo;selected_surface_elo;peak_elo;recent_form;surface_form_60d;same_surface_ratio_60d;fatigue_load;minutes_30d;qualifier_momentum_raw;local_home_raw;matches_in_db;player_norm;actual_wins;actual_points;actual_matches_in_tournament
Mariano Navone;3,6;49,3;3;4,0;;ARG;32;32;32;12;1790,0;1771,6;1875,9;0,5;0,5714285714285714;0,7777777777777778;0,7346965167130687;545,0;-0,05;0,0;166;mariano navone;0;0,0;27
