player;credits;expected_points;rank_v13;seed;entry;ioc;real_draw_size;draw_size;bracket_size;r1_match;overall_elo;selected_surface_elo;peak_elo;recent_form;surface_form_60d;same_surface_ratio_60d;fatigue_load;minutes_30d;qualifier_momentum_raw;local_home_raw;matches_in_db
Yannick Hanfmann;2,3;25,17;33;;;GER;128;128;128;50;1798,8;1738,4;1843,4;0,5833333333333334;0,6;0,3333333333333333;0,7684100464255126;801,0;0,0299999999999999;0,0;244
Sebastian Baez;3,4;24,63;34;;;ARG;128;128;128;30;1763,0;1710,6;1941,4;0,5833333333333334;0,6;0,4166666666666667;0,8516585936539595;699,0;0,0299999999999999;0,0;216
Pablo Carreno Busta;3,1;24,33;35;;;ESP;128;128;128;11;1778,3;1724,5;2005,1;0,5;0,3333333333333333;0,3333333333333333;0,460229778831089;432,0;-0,05;0,0;142
Karen Khachanov;11,0;23,7;36;21,0;;;128;128;128;21;1804,5;1755,9;2029,5;0,4166666666666667;0,0;0,5;0,3200482464279947;334,0;-0,15;0,0;201
Valentin Vacherot;6,2;23,66;37;14,0;;MON;128;128;128;41;1857,2;1814,9;1929,6;0,25;0,0;0,4;0,2074109590962784;282,0;-0,15;0,0;161
Jack Draper;15,6;23,48;38;;WC;GBR;128;128;128;22;1797,3;1756,1;2103,8;0,5;0,0;0,3333333333333333;0,1500757349931765;227,0;-0,0999999999999999;0,0;165
Arthur Rinderknech;6,1;22,98;39;23,0;;FRA;128;128;128;60;1790,4;1760,7;1871,8;0,4166666666666667;0,5;0,4;1,624735341831469;759,0;0,0;0,0;233
Zizou Bergs;4,6;22,42;40;31,0;;BEL;128;128;128;29;1811,3;1755,6;1859,2;0,5833333333333334;0,3333333333333333;0,4285714285714285;0,8818998500054246;549,0;-0,0299999999999999;0,0;243
Luca Van Assche;1,0;20,91;41;;;FRA;128;128;128;63;1745,7;1694,4;1801,5;0,75;0,6666666666666666;0,4285714285714285;2,4403673348291983;1351,0;0,0499999999999999;0,0;251
Tallon Griekspoor;6,8;20,56;42;;;NED;128;128;128;2;1793,6;1782,5;1951,8;0,4166666666666667;0,6;0,8333333333333334;0,3542251689997607;608,0;0,075;0,0;215
Thiago Agustin Tirante;5,2;20,12;43;;;ARG;128;128;128;15;1775,7;1684,2;1782,8;0,75;0,875;0,5714285714285714;2,6020353726506573;1004,0;0,1;0,0;263
Alejandro Tabilo;5,1;18,69;44;25,0;;CHI;128;128;128;20;1803,2;1755,2;1895,7;0,5;0,5714285714285714;0,5384615384615384;0,845255020407153;862,0;0,0;0,0;253
Jacob Fearnley;2,5;18,23;45;;Q;GBR;128;128;128;23;1751,4;1690,5;1910,0;0,6666666666666666;0,6666666666666666;0,631578947368421;1,1634216330692997;732,0;0,35;0,0;148
Hamad Medjedovic;4,6;18,11;46;;;SRB;128;128;128;26;1806,1;1714,6;1859,9;0,4545454545454545;0,0;0,6666666666666666;0,1762671359086814;200,0;-0,15;0,0;198
Martin Landaluce;3,0;17,04;47;;;ESP;128;128;128;39;1678,9;1635,8;1764,1;0,4166666666666667;0,4;0,7142857142857143;1,4019965141809467;663,0;0,0;0,0;188
Gael Monfils;2,9;16,97;48;;WC;FRA;128;128;128;10;1805,3;1784,3;2087,1;0,2;0,3333333333333333;1,0;0,6941598499562368;371,0;0,0;0,0;125
Jenson Brooksby;4,2;16,88;49;;;USA;128;128;128;31;1733,1;1706,7;2005,3;0,5;0,5;0,5454545454545454;0,3968167933063181;560,0;-0,075;0,0;88
Vit Kopriva;4,1;16,5;50;;;CZE;128;128;128;34;1712,5;1659,1;1760,5;0,3333333333333333;0,4;0,4545454545454545;0,7904541319069699;488,0;-0,0299999999999999;0,0;244
Alexei Popyrin;3,0;15,02;51;;Q;AUS;128;128;128;14;1747,2;1686,3;1902,2;0,3333333333333333;0,5;0,8;0,858115901927268;715,0;0,35;0,0;190
Matteo Arnaldi;3,9;14,67;52;30,0;;ITA;128;128;128;4;1786,7;1709,9;1902,9;0,4166666666666667;0,25;0,4;0,9006790279487683;452,0;-0,05;0,0;215
James Duckworth;1,0;14,66;53;;;AUS;128;128;128;47;1643,3;1604,2;1785,9;0,4166666666666667;0,5;0,6666666666666666;1,1379745859048276;667,0;0,0;0,0;261
Kamil Majchrzak;3,3;14,47;54;;;POL;128;128;128;10;1795,9;1735,6;1813,4;0,5833333333333334;0,25;0,6666666666666666;0,2553815962929767;408,0;-0,15;0,0;143
Corentin Moutet;4,3;14,45;55;;;FRA;128;128;128;38;1730,9;1714,0;1881,9;0,1666666666666666;0,3333333333333333;0,6;0,0046301380839902;315,0;0,0;0,0;203
Tomas Martin Etcheverry;4,9;14,05;56;26,0;;ARG;128;128;128;52;1774,7;1728,1;1871,7;0,1666666666666666;0,0;0,3333333333333333;0,414946816942087;592,0;-0,15;0,0;235
Roman Andres Burruchaga;1,5;13,61;57;;;ARG;128;128;128;14;1725,1;1545,5;1764,5;0,4166666666666667;0,0;0,2307692307692307;0,6437963103757547;629,0;-0,15;0,0;256
Giovanni Mpetshi Perricard;1,3;13,5;58;;;FRA;128;128;128;18;1710,6;1651,3;1862,8;0,3333333333333333;0,0;0,6666666666666666;0,0500000157396666;200,0;-0,15;0,0;193
Luciano Darderi;8,2;12,97;59;19,0;;ITA;128;128;128;53;1842,4;1716,9;1858,1;0,5833333333333334;0,5;0,375;0,7637917978445834;869,0;0,0299999999999999;0,0;266
Marton Fucsovics;3,8;12,88;61;;;HUN;128;128;128;38;1760,5;1716,2;1924,2;0,2727272727272727;0,0;0,4;-0,1002229564767449;86,0;-0,15;0,0;190
Miomir Kecmanovic;4,5;12,84;62;;;SRB;128;128;128;59;1754,6;1703,5;1900,6;0,4166666666666667;0,5;0,3636363636363636;0,6229548897387307;546,0;0,0;0,0;217
