player;credits;expected_points;rank_v13;seed;entry;ioc;real_draw_size;draw_size;bracket_size;r1_match;overall_elo;selected_surface_elo;peak_elo;recent_form;surface_form_60d;same_surface_ratio_60d;fatigue_load;minutes_30d;qualifier_momentum_raw;local_home_raw;matches_in_db;player_norm;actual_wins;actual_points;actual_matches_in_tournament;actual_minus_expected;actual_to_expected_ratio;actual_points_per_credit
Alex Molcan;2,3;35,73;7;;;SVK;32;32;32;14;1771,6;1739,1;1872,5;0,6666666666666666;0,7142857142857143;0,5833333333333334;0,8070609948384544;669,0;0,0299999999999999;0,0;85;alex molcan;3;75,0;27;39,27;2,0990764063811924;32,608695652173914
Camilo Ugo Carabelli;3,9;34,04;9;7,0;;ARG;32;32;32;4;1752,0;1737,9;1771,9;0,4166666666666667;0,6;0,8333333333333334;-0,1370604691001321;129,0;-0,15;0,0;174;camilo ugo carabelli;2;50,0;27;15,96;1,4688601645123385;12,820512820512821
Damir Dzumhur;2,4;25,66;11;;;BIH;32;32;32;10;1659,4;1627,3;1895,8;0,4166666666666667;0,4285714285714285;0,6363636363636364;1,4688292788424997;758,0;0,0;0,0;184;damir dzumhur;4;100,0;27;74,34;3,897116134060795;41,66666666666667
Roman Andres Burruchaga;1,5;23,54;12;;;ARG;32;32;32;2;1720,6;1703,6;1764,5;0,3333333333333333;0,25;0,6666666666666666;0,208982012292964;324,0;-0,15;0,0;182;roman andres burruchaga;3;75,0;27;51,46;3,18606627017842;50,0
Titouan Droguet;1,0;7,84;21;;;FRA;32;32;32;8;1742,3;1716,6;1755,1;0,6666666666666666;0,6666666666666666;0,5454545454545454;1,104657941027257;981,0;0,0499999999999999;0,0;170;titouan droguet;2;50,0;27;42,16;6,377551020408164;50,0
