player;credits;expected_points;rank_v13;seed;entry;ioc;real_draw_size;draw_size;bracket_size;r1_match;overall_elo;selected_surface_elo;peak_elo;recent_form;surface_form_60d;same_surface_ratio_60d;fatigue_load;minutes_30d;qualifier_momentum_raw;local_home_raw;matches_in_db;player_norm;actual_wins;actual_points;actual_matches_in_tournament
Rafael Jodar;6,5;65,49;11;23,0;;ESP;128;128;128;5;1998,6;1699,3;2014,0;0,75;0,0;0,0;0,1539283419813834;831,0;0,0;0,0;94;rafael jodar;3;75,0;95
Andrey Rublev;14,2;64,99;12;12,0;;;128;128;128;25;1902,2;1784,4;2122,1;0,5833333333333334;0,0;0,1111111111111111;0,1538353324272992;648,0;-0,15;0,0;395;andrey rublev;3;75,0;95
Daniil Medvedev;17,3;64,14;13;8,0;;;128;128;128;16;1977,4;1855,1;2201,2;0,6666666666666666;0,6666666666666666;0,4;1,7817797638843431;892,0;0,0499999999999999;0,0;399;daniil medvedev;4;100,0;95
Alexander Bublik;12,0;61,01;14;10,0;;KAZ;128;128;128;56;1889,2;1802,0;1988,6;0,4166666666666667;0,5;0,3636363636363636;0,2817814731223087;526,0;0,0;0,0;336;alexander bublik;1;25,0;95
Jiri Lehecka;10,8;59,42;15;13,0;;CZE;128;128;128;57;1921,6;1798,4;1989,9;0,5833333333333334;0,6;0,4545454545454545;1,581772007941897;682,0;0,0299999999999999;0,0;337;jiri lehecka;1;25,0;95
Jakub Mensik;13,0;59,05;16;15,0;;CZE;128;128;128;41;1931,3;1715,7;1969,6;0,5833333333333334;0,0;0,0833333333333333;0,9667090309215928;1165,0;-0,15;0,0;207;jakub mensik;0;0,0;95
Karen Khachanov;11,9;57,35;17;19,0;;;128;128;128;37;1828,1;1724,8;2029,5;0,5833333333333334;0,0;0,0909090909090909;0,1810196755144166;611,0;-0,15;0,0;316;karen khachanov;3;75,0;95
Brandon Nakashima;7,7;56,95;18;28,0;;USA;128;128;128;13;1839,0;1756,7;1909,5;0,5833333333333334;0,75;0,4444444444444444;1,3347736174375684;910,0;0,075;0,0;373;brandon nakashima;1;25,0;95
Flavio Cobolli;11,7;56,69;19;9,0;;ITA;128;128;128;40;1896,3;1742,2;1914,6;0,5833333333333334;0,0;0,0714285714285714;0,4874192312370464;991,0;-0,05;0,0;383;flavio cobolli;1;25,0;95
Cameron Norrie;7,0;50,76;20;26,0;;GBR;128;128;128;20;1828,8;1719,3;2028,6;0,4166666666666667;0,0;0,1666666666666666;-0,075483980619556;171,0;-0,15;1,0;360;cameron norrie;0;0,0;95
Casper Ruud;17,8;50,13;21;11,0;;NOR;128;128;128;9;1983,1;1714,8;2071,9;0,75;0,0;0,0;0,053354446781876;650,0;0,0;0,0;378;casper ruud;5;125,0;95
Alejandro Davidovich Fokina;12,6;47,6;22;22,0;;ESP;128;128;128;21;1862,7;1716,7;1934,8;0,5833333333333334;0,6666666666666666;0,4615384615384615;1,2746374630533088;734,0;0,0499999999999999;0,0;305;alejandro davidovich fokina;1;25,0;95
Francisco Cerundolo;12,4;44,84;23;18,0;;ARG;128;128;128;60;1931,1;1783,5;1961,6;0,6666666666666666;1,0;0,3846153846153846;2,6671546145841685;1050,0;0,15;0,0;366;francisco cerundolo;1;25,0;95
Joao Fonseca;10,2;43,62;24;24,0;;BRA;128;128;128;28;1927,6;1686,1;1992,5;0,5833333333333334;0,0;0,125;0,3555901089033147;977,0;-0,15;0,0;153;joao fonseca;0;0,0;95
Ugo Humbert;7,0;42,8;25;27,0;;FRA;128;128;128;45;1852,3;1738,2;2017,7;0,6666666666666666;0,7777777777777778;0,5625;2,379670192260446;1035,0;0,1;0,0;326;ugo humbert;1;25,0;95
Matteo Berrettini;6,2;39,92;26;;;ITA;128;128;128;43;1831,4;1739,0;2065,7;0,5833333333333334;0,0;0,0;0,1240184056168834;721,0;0,0;0,0;238;matteo berrettini;0;0,0;95
Luciano Darderi;8,0;39,12;27;14,0;;ITA;128;128;128;8;1839,2;1620,7;1858,1;0,6666666666666666;0,5;0,1538461538461538;0,8315516607095566;604,0;0,0;0,0;312;luciano darderi;4;100,0;95
Alex Michelsen;6,5;37,34;28;;;USA;128;128;128;59;1825,0;1710,1;1904,8;0,4166666666666667;0,0;0,0;-0,0828696476774685;448,0;0,0;0,0;230;alex michelsen;0;0,0;95
Martin Damm;1,0;36,88;29;;;USA;128;128;128;30;1719,3;1666,7;1767,9;0,5833333333333334;0,625;0,6153846153846154;0,6376497557444092;756,0;0,0499999999999999;0,0;132;martin damm;0;0,0;95
Arthur Rinderknech;5,2;35,13;30;25,0;;FRA;128;128;128;29;1779,9;1644,9;1871,8;0,4166666666666667;0,0;0,2222222222222222;0,5373871005430098;402,0;-0,15;0,0;365;arthur rinderknech;0;0,0;95
Ignacio Buse;4,9;34,83;31;31,0;;PER;128;128;128;4;1826,1;1622,7;1844,9;0,75;0,5;0,2352941176470588;1,3009768772178252;418,0;0,0;0,0;150;ignacio buse;1;25,0;95
Benjamin Bonzi;1,4;34,5;32;;;FRA;128;128;128;51;1749,6;1678,1;1835,8;0,5833333333333334;0,75;0,6666666666666666;0,6925306294470954;748,0;0,0499999999999999;0,0;353;benjamin bonzi;0;0,0;95
Tallon Griekspoor;6,5;32,82;33;;;NED;128;128;128;39;1789,5;1720,8;1951,8;0,3333333333333333;0,3333333333333333;0,3333333333333333;0,3315073594331099;593,0;-0,05;0,0;341;tallon griekspoor;0;0,0;95
Arthur Fils;11,4;32,68;34;20,0;;FRA;128;128;128;44;2020,6;1796,4;2051,0;0,75;0,0;0,0;-0,3;0,0;0,0;0,0;244;arthur fils;0;0,0;95
Matteo Arnaldi;4,2;32,14;35;32,0;;ITA;128;128;128;61;1840,6;1621,6;1902,9;0,75;0,6666666666666666;0,1764705882352941;1,5782321329290254;1537,0;0,0;0,0;285;matteo arnaldi;2;50,0;95
Kamil Majchrzak;3,1;30,42;36;;;POL;128;128;128;36;1801,5;1757,1;1813,1;0,6666666666666666;0,8;0,8333333333333334;0,9151706807254884;1128,0;0,1;0,0;241;kamil majchrzak;0;0,0;95
Stefanos Tsitsipas;7,7;29,91;37;;;GRE;128;128;128;31;1842,7;1695,4;2145,1;0,4166666666666667;0,0;0,1111111111111111;0,3849231225205215;360,0;-0,15;0,0;373;stefanos tsitsipas;0;0,0;95
Grigor Dimitrov;3,8;28,98;38;;WC;BUL;128;128;128;42;1753,9;1661,7;2111,5;0,3333333333333333;0,6666666666666666;0,6666666666666666;1,1766849421315446;486,0;0,0999999999999999;0,0;269;grigor dimitrov;0;0,0;95
Adolfo Daniel Vallejo;1,8;28,28;39;;;PAR;128;128;128;19;1754,6;1627,3;1780,4;0,5833333333333334;0,0;0,1;0,400929596651125;496,0;-0,15;0,0;171;adolfo daniel vallejo;0;0,0;95
Rinky Hijikata;2,7;27,06;40;;;AUS;128;128;128;27;1747,2;1681,6;1756,2;0,5833333333333334;0,7;0,5;1,6652088955479296;1066,0;0,0499999999999999;0,0;316;rinky hijikata;0;0,0;95
Dino Prizmic;3,1;25,53;41;;;CRO;128;128;128;18;1840,7;1599,6;1886,5;0,6666666666666666;0,0;0,1;0,0287801779719256;351,0;-0,15;0,0;176;dino prizmic;3;75,0;95
Hamad Medjedovic;5,3;25,45;42;;;SRB;128;128;128;10;1840,5;1662,2;1859,9;0,6666666666666666;0,5;0,25;0,3632961317202612;366,0;0,0;0,0;220;hamad medjedovic;3;75,0;95
Marton Fucsovics;3,7;24,66;43;;;HUN;128;128;128;23;1755,6;1694,7;1924,2;0,3333333333333333;0,3333333333333333;0,6;0,098703552880663;271,0;-0,05;0,0;289;marton fucsovics;0;0,0;95
Corentin Moutet;4,3;24,49;44;;;FRA;128;128;128;62;1763,1;1677,0;1881,9;0,25;0,25;0,5;1,2656026550703725;715,0;-0,075;0,0;292;corentin moutet;0;0,0;95
Alex Molcan;2,3;24,29;45;;;SVK;128;128;128;58;1760,7;1625,0;1872,5;0,75;0,6666666666666666;0,2307692307692307;1,0990484652949857;775,0;0,0499999999999999;0,0;268;alex molcan;0;0,0;95
Botic Van De Zandschulp;3,9;23,9;46;;;NED;128;128;128;26;1743,5;1595,4;1938,0;0,4166666666666667;0,3333333333333333;0,375;0,3451631573780566;349,0;-0,05;0,0;348;botic van de zandschulp;2;50,0;95
Martin Landaluce;3,6;22,53;47;;;ESP;128;128;128;11;1742,5;1661,9;1764,1;0,5833333333333334;0,5;0,3529411764705882;1,929502861987968;1617,0;0,0;0,0;184;martin landaluce;3;75,0;95
Tomas Martin Etcheverry;5,9;22,01;48;29,0;;ARG;128;128;128;52;1826,7;1589,4;1871,7;0,3333333333333333;0,0;0,25;0,9685908167147084;246,0;-0,15;0,0;390;tomas martin etcheverry;0;0,0;95
Nuno Borges;5,8;21,5;49;;;POR;128;128;128;2;1745,7;1603,3;1843,6;0,6666666666666666;0,6666666666666666;0,4615384615384615;1,3952488145632849;885,0;0,0499999999999999;0,0;333;nuno borges;1;25,0;95
Kyrian Jacquet;1,0;21,36;50;;Q;FRA;128;128;128;55;1663,6;1601,6;1735,1;0,5833333333333334;0,6;0,5555555555555556;0,4146513396122211;473,0;0,3799999999999999;0,0;172;kyrian jacquet;0;0,0;95
Alejandro Tabilo;4,7;21,25;51;30,0;;CHI;128;128;128;36;1832,2;1697,3;1895,7;0,5833333333333334;0,0;0,1333333333333333;0,5367129336992804;610,0;-0,15;0,0;359;alejandro tabilo;1;25,0;95
Raphael Collignon;3,0;20,88;52;;;BEL;128;128;128;44;1914,9;1751,5;1924,1;0,6666666666666666;0,6666666666666666;0,375;1,345434000545371;994,0;0,0499999999999999;0,0;174;raphael collignon;0;0,0;95
Arthur Fery;2,0;20,53;53;;WC;GBR;128;128;128;47;1722,3;1602,9;1751,3;0,6666666666666666;0,6666666666666666;0,6;1,9495740144340532;1026,0;0,0799999999999999;1,0;110;arthur fery;0;0,0;95
Jenson Brooksby;3,4;20,47;54;;;USA;128;128;128;3;1690,9;1629,4;2005,3;0,1666666666666666;0,4;0,5555555555555556;0,9656199473678576;493,0;-0,0299999999999999;0,0;185;jenson brooksby;0;0,0;95
Denis Shapovalov;7,4;18,76;55;;;CAN;128;128;128;6;1771,7;1636,5;1983,2;0,25;0,3333333333333333;0,5;0,3435082740123683;518,0;-0,05;0,0;268;denis shapovalov;0;0,0;95
Sho Shimabukuro;1,7;18,68;56;;;JPN;128;128;128;46;1680,3;1656,9;1692,5;0,5833333333333334;0,7;0,7142857142857143;0,8286509443878418;896,0;0,0499999999999999;0,0;235;sho shimabukuro;0;0,0;95
Thiago Agustin Tirante;4,5;18,23;57;;;ARG;128;128;128;22;1748,6;1562,8;1759,1;0,5833333333333334;0,5;0,1818181818181818;0,6325129485738525;550,0;0,0;0,0;345;thiago agustin tirante;3;75,0;95
Valentin Royer;2,4;17,76;59;;;FRA;128;128;128;63;1649,7;1600,6;1800,2;0,3333333333333333;0,0;0,1111111111111111;0,3212604202510249;458,0;-0,15;0,0;199;valentin royer;0;0,0;95
Vit Kopriva;4,3;17,49;60;;;CZE;128;128;128;54;1726,2;1588,5;1760,5;0,4166666666666667;0,5;0,3076923076923077;1,4836574986034596;1129,0;0,0;0,0;354;vit kopriva;1;25,0;95
Zachary Svajda;3,0;17,44;61;;;USA;128;128;128;35;1730,1;1677,4;1794,0;0,5;0,4;0,3846153846153846;1,06582744446838;1111,0;-0,0299999999999999;0,0;235;zachary svajda;1;25,0;95
Giovanni Mpetshi Perricard;1,3;17,26;62;;;FRA;128;128;128;38;1737,0;1661,2;1862,8;0,5;0,6666666666666666;0,4615384615384615;0,9653326369952864;606,0;0,0499999999999999;0,0;202;giovanni mpetshi perricard;1;25,0;95
Yannick Hanfmann;2,3;17,26;62;;;GER;128;128;128;38;1780,6;1644,6;1843,4;0,4166666666666667;0,5;0,5454545454545454;1,1579428336134676;633,0;0,0;0,0;333;yannick hanfmann;1;25,0;95
Jan Lennard Struff;2,6;17,15;64;;;GER;128;128;128;14;1691,5;1623,1;1935,1;0,4166666666666667;0,5;0,4;0,8995146279111672;770,0;0,0;0,0;302;jan lennard struff;1;25,0;95
Mattia Bellucci;2,9;17,02;65;;;ITA;128;128;128;35;1729,6;1675,3;1814,3;0,5;0,5555555555555556;0,6;2,4176567969149274;1063,0;0,0;0,0;262;mattia bellucci;2;50,0;95
Jaime Faria;2,5;16,34;66;;Q;POR;128;128;128;46;1696,2;1604,3;1718,2;0,75;0,5;0,1052631578947368;0,2125351969753989;689,0;0,35;0,0;152;jaime faria;0;0,0;95
Lorenzo Sonego;4,3;15,91;67;;;ITA;128;128;128;52;1714,9;1634,9;1895,3;0,25;0,4;0,5;1,6183297977784603;679,0;-0,0299999999999999;0,0;307;lorenzo sonego;0;0,0;95
Fabian Marozsan;4,0;15,65;68;;;HUN;128;128;128;22;1751,5;1585,2;1867,2;0,5;0,6666666666666666;0,6666666666666666;1,3267724376162862;583,0;0,0499999999999999;0,0;248;fabian marozsan;0;0,0;95
Adrian Mannarino;2,2;15,49;69;;;FRA;128;128;128;34;1679,6;1667,4;1896,3;0,3333333333333333;0,5714285714285714;0,6363636363636364;1,9778113743487613;854,0;0,0;0,0;328;adrian mannarino;0;0,0;95
Mackenzie Mcdonald;1,0;15,39;70;;Q;USA;128;128;128;50;1618,2;1547,5;1847,6;0,25;0,4;0,7142857142857143;0,3009479205730174;509,0;0,3;0,0;325;mackenzie mcdonald;0;0,0;95
Daniel Merida Aguilar;1,0;15,31;71;;;ESP;128;128;128;15;1741,7;1555,8;1798,1;0,0;0,0;0,0;-0,3;0,0;0,0;0,0;0;daniel merida aguilar;0;0,0;95
Pablo Carreno Busta;3,1;15,23;72;;;ESP;128;128;128;6;1800,5;1598,0;2005,1;0,6666666666666666;0,0;0,0;-0,0025607137723476;563,0;0,0;0,0;252;pablo carreno busta;0;0,0;95
Titouan Droguet;1,0;15,01;73;;;FRA;128;128;128;34;1717,5;1630,5;1736,6;0,5833333333333334;0,75;0,3333333333333333;0,3716666666666666;403,0;0,075;0,0;231;titouan droguet;0;0,0;95
Sebastian Baez;3,4;14,95;74;;;ARG;128;128;128;14;1759,5;1546,2;1941,4;0,5833333333333334;0,0;0,0;0,0526402943466763;622,0;0,0;0,0;341;sebastian baez;1;25,0;95
Ethan Quinn;2,3;14,84;75;;;USA;128;128;128;8;1775,5;1656,4;1842,9;0,5;0,8;0,4545454545454545;1,6003698743171944;758,0;0,09;0,0;188;ethan quinn;0;0,0;95
Camilo Ugo Carabelli;3,9;13,38;76;;;ARG;128;128;128;15;1759,2;1496,2;1771,9;0,5;0,0;0,0;-0,2155978398252669;189,0;0,0;0,0;350;camilo ugo carabelli;0;0,0;95
Marcos Giron;2,0;13,28;77;;;USA;128;128;128;62;1736,0;1659,7;1874,1;0,3333333333333333;0,375;0,5;2,9918181910875328;1041,0;-0,05;0,0;318;marcos giron;0;0,0;95
Aleksandar Vukic;1,0;13,1;78;;;AUS;128;128;128;3;1623,5;1578,6;1773,3;0,5;0,5714285714285714;0,5384615384615384;1,1828966127443938;605,0;0,0299999999999999;0,0;354;aleksandar vukic;1;25,0;95
Patrick Kypson;1,6;12,82;79;;;USA;128;128;128;50;1640,5;1482,5;1732,4;0,3333333333333333;0,0;0,0;-0,3;0,0;0,0;0,0;179;patrick kypson;0;0,0;95
Shintaro Mochizuki;1,0;12,8;80;;Q;JPN;128;128;128;7;1485,4;1524,9;1714,9;0,3333333333333333;0,4;0,625;0,432183812400275;544,0;0,35;0,0;264;shintaro mochizuki;0;0,0;95
Alexander Blockx;4,7;12,2;81;;;BEL;128;128;128;64;1905,5;1697,8;1907,2;0,6666666666666666;0,0;0,0;-0,3;0,0;0,0;0,0;173;alexander blockx;2;50,0;95
Jan Choinski;1,0;11,44;82;;;GBR;128;128;128;54;1635,6;1433,7;1669,3;0,6666666666666666;0,8;0,217391304347826;3,22762506570015;1261,0;0,0499999999999999;1,0;250;jan choinski;0;0,0;95
Marin Cilic;3,8;11,38;83;;;CRO;128;128;128;16;1800,4;1756,3;2100,4;0,4166666666666667;0,5;0,5714285714285714;0,455005521354641;652,0;0,0;0,0;205;marin cilic;1;25,0;95
Quentin Halys;3,1;11,14;84;;;FRA;128;128;128;61;1715,2;1627,6;1811,4;0,5;0,25;0,3636363636363636;0,9372588722903004;652,0;-0,075;0,0;352;quentin halys;0;0,0;95
Emilio Nava;2,1;10,93;85;;;USA;128;128;128;4;1700,2;1573,9;1738,2;0,75;0,0;0,0476190476190476;0,6304229868813995;681,0;-0,05;0,0;314;emilio nava;0;0,0;95
Jack Draper;1,0;10,69;86;;;GBR;128;128;128;49;1807,8;1653,9;2103,8;0,6;1,0;1,0;0,7400480764286423;244,0;0,15;1,0;242;jack draper;0;0,0;95
Gabriel Diallo;4,1;10,59;87;;;CAN;128;128;128;51;1692,5;1627,7;1889,2;0,25;0,4;0,8333333333333334;2,2834920489552224;676,0;-0,0299999999999999;0,0;243;gabriel diallo;0;0,0;95
Jesper De Jong;2,0;10,19;88;;;NED;128;128;128;27;1707,0;1534,5;1741,0;0,75;0,0;0,0;0,8083498655081931;1262,0;0,1;0,0;308;jesper de jong;0;0,0;95
Sebastian Ofner;1,6;10,01;89;;;AUT;128;128;128;10;1713,1;1635,2;1812,7;0,5;0,0;0,0;1,0829166666666663;727,0;0,09;0,0;295;sebastian ofner;1;25,0;95
Daniel Altmaier;4,6;9,96;90;;;GER;128;128;128;58;1736,3;1618,8;1789,1;0,5833333333333334;0,5714285714285714;0,4666666666666667;1,9710099071481255;1009,0;0,0499999999999999;0,0;368;daniel altmaier;1;25,0;95
Hubert Hurkacz;5,6;9,75;91;;;POL;128;128;128;9;1798,2;1699,9;2022,5;0,5;0,3333333333333333;0,2727272727272727;0,4001579409813965;603,0;-0,05;0,0;306;hubert hurkacz;0;0,0;95
Zizou Bergs;4,3;9,74;92;;;BEL;128;128;128;45;1748,0;1618,7;1859,2;0,5833333333333334;0,6;0,3846153846153846;1,1009090256450906;510,0;0,0299999999999999;0,0;332;zizou bergs;0;0,0;95
Vilius Gaubas;1,0;9,47;93;;Q;LTU;128;128;128;55;1569,3;1523,4;1718,5;0,4166666666666667;0,0;0,0;-0,1183736732964103;242,0;0,1999999999999999;0,0;163;vilius gaubas;0;0,0;95
Harry Wendelken;1,0;9,29;94;;WC;GBR;128;128;128;63;1594,9;1505,4;1641,5;0,3333333333333333;0,4285714285714285;0,7;1,370001242206662;776,0;0,02;1,0;55;harry wendelken;0;0,0;95
Soon Woo Kwon;1,0;8,89;95;;Q;KOR;128;128;128;11;1744,9;1589,2;1830,7;0,0;0,0;0,0;-0,3;0,0;0,35;0,0;0;soon woo kwon;0;0,0;95
Damir Dzumhur;2,4;8,85;96;;;BIH;128;128;128;47;1627,0;1526,8;1895,8;0,4166666666666667;0,6666666666666666;0,25;0,9294972075901212;660,0;0,0;0,0;369;damir dzumhur;1;25,0;95
Luca Van Assche;1,0;8,63;97;;;FRA;128;128;128;23;1700,7;1555,2;1801,5;0,5833333333333334;0,0;0,0;1,4342257490482473;1121,0;0,1;0,0;297;luca van assche;0;0,0;95
Juan Manuel Cerundolo;4,8;7,99;98;;;ARG;128;128;128;21;1778,7;1506,7;1788,7;0,8333333333333334;0,6666666666666666;0,2;1,3890196203844214;1203,0;0,0499999999999999;0,0;369;juan manuel cerundolo;0;0,0;95
Roberto Bautista Agut;1,3;7,83;99;;;ESP;128;128;128;28;1700,2;1661,8;2033,8;0,3333333333333333;0,3333333333333333;0,2727272727272727;0,1483694507295037;404,0;-0,05;0,0;290;roberto bautista agut;1;25,0;95
Aleksandar Kovacevic;3,0;7,55;100;;;USA;128;128;128;26;1645,3;1490,5;1758,8;0,4166666666666667;0,2;0,2631578947368421;0,8724716477782677;515,0;-0,09;0,0;311;aleksandar kovacevic;0;0,0;95
Adam Walton;3,4;7,31;101;;;AUS;128;128;128;18;1691,8;1497,8;1747,1;0,75;0,6;0,25;1,9566522416768632;1307,0;0,0299999999999999;0,0;243;adam walton;0;0,0;95
Otto Virtanen;1,0;7,18;102;;Q;FIN;128;128;128;48;1719,0;1694,2;1768,8;0,6666666666666666;0,7272727272727273;0,7857142857142857;1,0220739990127814;1132,0;0,3999999999999999;0,0;273;otto virtanen;0;0,0;95
Tristan Boyer;1,0;6,71;103;;Q;USA;128;128;128;2;1561,0;1423,1;1753,1;0,6666666666666666;0,0;0,0714285714285714;0,4621767258651303;747,0;0,3799999999999999;0,0;163;tristan boyer;0;0,0;95
Jaume Munar;4,6;6,54;104;;;ESP;128;128;128;60;1776,8;1612,8;1830,4;0,4166666666666667;0,0;0,2;0,2068707036003472;153,0;-0,15;0,0;339;jaume munar;0;0,0;95
Roman Safiullin;1,0;6,11;105;;Q;;128;128;128;25;1732,0;1617,9;1911,3;0,5833333333333334;0,5;0,3529411764705882;0,6577383886925745;718,0;0,35;0,0;282;roman safiullin;0;0,0;95
Nicolas Mejia;1,0;6,08;106;;Q;COL;128;128;128;19;1482,5;1445,0;1582,4;0,4166666666666667;0,5;0,25;0,5788387940623474;385,0;0,35;0,0;261;nicolas mejia;0;0,0;95
Oliver Tarvet;1,0;6,03;107;;Q;GBR;128;128;128;29;1488,9;1504,2;1735,2;0,4;0,4;1,0;0,2903209821215819;551,0;0,35;1,0;22;oliver tarvet;0;0,0;95
James Duckworth;1,0;5,21;108;;;AUS;128;128;128;39;1640,1;1560,1;1785,9;0,5;0,25;0,4444444444444444;0,5763427888535098;560,0;-0,075;0,0;364;james duckworth;0;0,0;95
Mariano Navone;3,6;4,92;109;;;ARG;128;128;128;40;1840,2;1584,9;1875,9;0,5833333333333334;0,0;0,0833333333333333;0,8538856914707202;454,0;-0,15;0,0;254;mariano navone;2;50,0;95
Dane Sweeny;1,0;4,7;110;;Q;AUS;128;128;128;42;1477,5;1370,2;1645,7;0,4166666666666667;0,6;0,4166666666666667;0,4738013958246215;705,0;0,3799999999999999;0,0;156;dane sweeny;0;0,0;95
Marco Trungelliti;1,3;4,53;111;;;ARG;128;128;128;30;1644,7;1490,2;1693,1;0,4166666666666667;0,3333333333333333;0,25;1,885493327695323;1208,0;-0,0299999999999999;0,0;318;marco trungelliti;0;0,0;95
Jacob Fearnley;2,5;4,25;112;;WC;GBR;128;128;128;59;1600,4;1546,6;1910,0;0,5;0,625;0,6153846153846154;0,8002492664747793;1063,0;0,0999999999999999;1,0;130;jacob fearnley;0;0,0;95
Hugo Gaston;1,0;4,19;113;;Q;FRA;128;128;128;31;1621,0;1508,6;1795,1;0,3333333333333333;0,0;0,1;0,1033704722956332;509,0;0,1999999999999999;0,0;359;hugo gaston;0;0,0;95
Stan Wawrinka;1,6;4,1;114;;WC;SUI;128;128;128;43;1677,9;1589,8;2145,5;0,2;0,0;0,0;-0,3;0,0;0,05;0,0;189;stan wawrinka;0;0,0;95
Alexei Popyrin;3,0;3,81;115;;;AUS;128;128;128;57;1754,5;1609,4;1902,2;0,3333333333333333;0,0;0,2222222222222222;0,364777907917802;339,0;-0,15;0,0;290;alexei popyrin;2;50,0;95
Terence Atmane;4,8;3,44;116;;;FRA;128;128;128;53;1718,4;1562,6;1763,0;0,3333333333333333;0,25;0,4;1,1996741235420625;466,0;-0,075;0,0;227;terence atmane;1;25,0;95
Toby Samuel;1,0;3,05;118;;WC;GBR;128;128;128;41;1650,2;1505,2;1787,0;0,6666666666666666;0,625;0,5714285714285714;1,4727908997589283;723,0;0,05;1,0;67;toby samuel;0;0,0;95
Michael Zheng;1,0;2,95;119;;Q;USA;128;128;128;20;1645,5;1489,9;1777,3;0,375;0,0;0,2857142857142857;0,0619668482235735;271,0;0,1999999999999999;0,0;63;michael zheng;0;0,0;95
Miomir Kecmanovic;4,6;2,6;120;;;SRB;128;128;128;1;1766,2;1625,9;1900,6;0,6666666666666666;0,5;0,3076923076923077;1,2728368910616297;596,0;0,0;0,0;319;miomir kecmanovic;1;25,0;95
Roman Andres Burruchaga;1,5;2,22;121;;;ARG;128;128;128;33;1724,2;1577,8;1764,5;0,4166666666666667;0,0;0,1;0,5044922130841669;510,0;-0,15;0,0;276;roman andres burruchaga;0;0,0;95
Yibing Wu;1,9;2,18;122;;;CHN;128;128;128;32;1763,2;1556,3;1882,9;0,5;0,25;0,4444444444444444;0,5844646108015041;475,0;-0,075;0,0;147;yibing wu;0;0,0;95
Jack Pinnington Jones;1,7;1,85;123;;WC;GBR;128;128;128;13;1560,7;1545,1;1685,0;0,25;0,3333333333333333;0,5454545454545454;1,594972845266431;744,0;0,02;1,0;89;jack pinnington jones;0;0,0;95
Billy Harris;1,0;1,84;124;;Q;GBR;128;128;128;37;1515,5;1519,7;1711,4;0,3333333333333333;0,5714285714285714;0,6363636363636364;1,1586438276247233;922,0;0,3799999999999999;1,0;251;billy harris;0;0,0;95
Dalibor Svrcina;1,0;1,77;125;;;CZE;128;128;128;24;1647,8;1492,9;1712,9;0,5;0,0;0,0;0,9838035255234155;697,0;0,0299999999999999;0,0;271;dalibor svrcina;0;0,0;95
Alexandre Muller;3,5;1,41;127;;;FRA;128;128;128;12;1664,5;1516,3;1801,7;0,25;0,0;0,0;-0,27875;51,0;0,0;0,0;335;alexandre muller;0;0,0;95
