player;credits;expected_points;rank_v13;seed;entry;ioc;real_draw_size;draw_size;bracket_size;r1_match;overall_elo;selected_surface_elo;peak_elo;recent_form;surface_form_60d;same_surface_ratio_60d;fatigue_load;minutes_30d;qualifier_momentum_raw;local_home_raw;matches_in_db;player_norm;actual_matches_in_tournament;actual_wins;actual_points
Marco Trungelliti;1,3;10,72;81;;;ARG;128;128;128;30;1656,5;1538,1;1693,1;0,5;0,6;0,5;0,4572118681878492;686,0;0,075;0,0;289;marco trungelliti;17;0;0,0
Jenson Brooksby;3,9;10,7;82;;;USA;128;128;128;63;1719,6;1688,1;2005,3;0,5;0,5;0,7272727272727273;0,7252999535677107;734,0;-0,05;1,0;141;jenson brooksby;17;0;0,0
Rei Sakamoto;1,0;10,6;83;;Q;JPN;128;128;128;39;1609,2;1587,9;1676,6;0,75;0,6923076923076923;0,8125;2,1489631272684058;1280,0;0,3999999999999999;0,0;107;rei sakamoto;17;0;0,0
Vit Kopriva;3,9;9,94;84;;;CZE;128;128;128;45;1699,0;1644,2;1760,5;0,3333333333333333;0,4;0,625;0,2604502590520307;488,0;-0,05;0,0;311;vit kopriva;17;0;0,0
James Duckworth;1,0;9,42;85;;;AUS;128;128;128;61;1646,7;1607,2;1785,9;0,6666666666666666;0,7;0,8333333333333334;2,6052078600484965;1104,0;0,1;0,0;316;james duckworth;17;0;0,0
Dalibor Svrcina;1,0;9,36;86;;Q;CZE;128;128;128;6;1614,6;1596,1;1712,9;0,5;0,5555555555555556;0,6923076923076923;1,959588532902111;1067,0;0,3799999999999999;0,0;261;dalibor svrcina;17;0;0,0
Fabian Marozsan;4,0;9,25;87;;;HUN;128;128;128;10;1765,7;1719,6;1867,2;0,5833333333333334;0,5;0,75;1,724627323857911;663,0;0,0;0,0;251;fabian marozsan;17;0;0,0
Marin Cilic;3,4;9,24;88;;;CRO;128;128;128;44;1789,0;1749,7;2100,4;0,3636363636363636;0,3333333333333333;0,75;-0,0158206146312824;327,0;-0,15;0,0;153;marin cilic;17;0;0,0
Miomir Kecmanovic;4,7;9,14;89;;;SRB;128;128;128;51;1757,3;1703,3;1900,6;0,4166666666666667;0,5;0,6;0,9033410949471086;718,0;0,0;0,0;285;miomir kecmanovic;17;0;0,0
Facundo Diaz Acosta;1,0;8,97;90;;;ARG;128;128;128;2;1715,3;1550,5;1791,9;0,75;0,0;0,0;-0,3;0,0;0,0;0,0;266;facundo diaz acosta;17;0;0,0
Tristan Schoolkate;1,0;8,79;91;;Q;AUS;128;128;128;31;1546,1;1508,1;1703,1;0,6666666666666666;0,625;0,6153846153846154;1,9106972811969736;835,0;0,4499999999999999;0,0;234;tristan schoolkate;17;0;0,0
